,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No Service,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3871,1,0,0,0,-1.1965919964714178,1,1,0,0,1,0,1,1,1,1.2228924986369638,-0.8734169706607013,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5020,0,0,0,0,0.35220285935640494,1,0,1,1,1,1,1,1,1,-1.4879189341694523,-0.6477817683333317,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1186,0,0,1,0,1.0450847685425362,1,1,1,0,0,1,0,0,1,-0.1209001944922878,0.5278917531861378,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3428,1,1,1,0,0.7597804529953057,1,1,1,0,1,0,1,0,1,0.96574698328507,1.0884328670328076,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5004,0,0,1,0,1.2896313247258766,1,1,0,1,1,1,1,1,1,1.5414211370083424,2.0588492922738055,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3866,0,0,1,1,-0.5444678466491766,1,1,1,1,1,1,1,1,0,-1.2971335518115956,-0.7907809968343037,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6827,1,0,1,1,1.1266002872703162,1,0,1,1,0,1,1,1,1,0.47634100245404626,1.049857663041866,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5349,1,0,1,1,1.4934201215453269,1,1,1,1,1,1,1,1,1,1.6475973497988012,2.372738216581594,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6888,0,0,1,1,-1.1965919964714178,1,0,0,0,0,0,1,0,1,0.5310881121741271,-0.8993687640937847,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
151,1,0,0,0,-1.0335609590158574,1,1,0,0,0,0,1,1,0,1.0055630630814925,-0.7160539311933706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1858,0,0,1,0,-0.5444678466491766,1,0,1,0,0,0,0,0,1,0.2822376134464879,-0.36991252336602914,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2464,0,0,0,0,-1.2781075151991979,1,1,0,0,0,0,0,0,1,0.4132988761097113,-0.9708793935367297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1033,0,0,1,0,1.2081158059980965,1,1,1,1,1,1,1,1,0,-1.3618346814807818,-0.38064132082096264,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1383,0,0,0,0,-1.2781075151991979,1,1,0,0,0,0,0,0,1,-0.4891989326091936,-0.9828639229319738,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
915,1,1,1,0,-1.2781075151991979,1,1,0,0,0,0,0,0,1,0.2938506367204442,-0.9724655812508061,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1305,0,0,0,0,-0.17764801237416597,1,0,0,0,1,0,1,0,1,-0.17067029423781563,-0.27943373250892045,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6682,1,0,1,0,1.4934201215453269,1,1,0,1,0,1,1,0,1,0.9209538935140952,1.8416957881397618,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3098,1,1,1,0,-0.09613249364638582,1,0,0,1,1,0,0,0,1,0.4962490423522577,0.037231020298501054,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4983,0,1,1,0,0.3114450999925149,0,0,0,1,0,0,1,0,1,-0.8425666408024415,-0.2834212321790292,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
509,0,0,0,0,-1.2781075151991979,1,0,1,1,1,1,1,1,0,-1.4879189341694523,-0.996126214652446,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5894,1,0,0,0,0.5152338968119653,1,1,0,1,0,0,1,1,1,1.1996664520890508,1.0836082127358253,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5963,1,0,1,1,-0.42219456855750637,1,1,0,0,1,1,1,1,1,0.4630689758552391,-0.2718112193273866,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6049,0,0,1,1,0.5967494155397454,1,0,1,1,1,1,1,1,0,-1.4812829208700486,-0.556906430547704,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2647,0,0,0,0,-1.2373497558353077,1,0,1,1,1,1,1,1,1,-1.4829419241948996,-0.9868514226020825,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5799,0,0,0,0,-0.789014402832517,0,0,0,0,0,0,0,1,1,-0.9819229200899192,-0.8083171832288153,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6022,0,0,0,0,-0.5037100872852865,1,0,1,1,1,1,1,1,1,-1.51943999734162,-0.8516950111318216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
748,1,0,1,0,0.6375071749036355,1,0,1,1,1,1,1,1,0,-1.5078269740676635,-0.6281086346018007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2304,1,0,1,0,1.4119046028175468,1,0,1,1,0,0,1,1,1,1.2013254554139021,1.9618054467112138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4076,1,0,1,0,1.534177880909217,1,1,1,1,1,0,1,0,1,1.1498963523435228,2.05492788375845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5410,0,0,1,0,1.2896313247258766,1,0,1,0,1,0,1,1,1,1.1382833290695666,1.8043542857042127,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1310,0,0,1,0,0.06689854380917447,1,1,0,0,0,0,1,1,1,1.0934902392985917,0.40839894539238153,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1611,0,0,1,0,1.615693399636997,1,1,1,1,1,1,1,1,1,0.8711837937685672,1.8452426801115156,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6988,0,0,1,1,-0.38143680919361633,1,1,0,1,0,1,1,0,1,0.1594713674075191,-0.27694429901321727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
911,0,1,0,0,-0.7074988841047369,1,1,0,1,0,0,1,0,0,0.806482664099381,-0.43723737967460574,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2673,1,0,0,0,-0.42219456855750637,1,1,1,0,0,0,1,1,1,1.21625648533756,0.01605982039256442,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2499,1,0,0,1,0.35220285935640494,1,0,1,1,1,0,1,0,0,0.1826974139554322,0.27048873580740457,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3089,0,0,0,0,1.452662362181437,1,0,1,1,1,1,1,1,1,0.5891532285439095,1.4830631520640685,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5200,0,0,1,1,1.534177880909217,1,1,0,1,1,0,1,1,1,1.3871338277972058,2.254302867263888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5096,1,0,1,1,1.5749356402731072,1,1,1,1,1,1,1,1,0,0.7351455211307909,1.7550062234885022,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2680,1,0,1,1,1.5749356402731072,1,0,1,1,1,1,1,1,0,0.6886934280349652,1.6519480828433706,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2126,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,0,-0.6716892983427957,-0.9852872652729239,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
471,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,1,1,-0.32163959679924997,-0.9806388540552832,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
967,1,0,0,1,-1.1965919964714178,1,0,1,1,1,1,1,1,0,-1.4547388676724338,-0.9781494205595799,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7013,0,0,0,0,0.3114450999925149,1,1,0,1,1,0,1,0,1,0.9524749566862628,0.6502264806342811,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4056,0,0,0,0,-1.1965919964714178,0,0,0,1,0,0,1,1,1,-0.4676318893861316,-0.9364238715254033,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4602,0,0,0,0,1.4119046028175468,1,1,1,1,1,1,1,1,1,-1.2805435185630862,-0.22960100182501986,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5873,0,0,0,0,-0.5852256060130667,1,0,1,0,0,0,0,0,1,0.3552337597399288,-0.3966574106561508,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6648,0,0,1,1,-0.5037100872852865,1,0,1,1,1,1,1,1,0,-1.4812829208700486,-0.8259635215479153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3815,0,0,0,0,-1.1965919964714178,1,1,0,0,0,0,0,0,1,0.31707668326835725,-0.9122124785008201,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
896,1,0,1,0,1.5749356402731072,1,1,1,1,1,1,1,1,1,1.7056624661685837,2.656820030095695,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5329,0,0,1,0,-0.29992129046583615,0,0,0,0,0,0,1,0,1,-1.0184209932366397,-0.6290339107683453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4284,0,1,0,0,-0.014616974918605675,1,0,0,0,0,0,1,1,0,0.8711837937685672,0.2719868019818099,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5785,1,0,1,1,0.5559916561758553,1,0,1,1,1,1,1,1,1,-1.4763059108954957,-0.6006367446093939,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1773,0,0,1,1,1.452662362181437,1,0,1,1,1,1,1,1,1,-1.5045089674179615,-0.43532073618676337,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3307,0,0,1,1,0.6375071749036355,1,1,0,1,0,1,1,1,0,0.4962490423522577,0.7004116974768654,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
251,0,0,1,1,-1.2373497558353077,1,0,0,0,0,0,0,0,0,0.189333427254836,-0.9400368546519106,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1209,1,0,1,0,0.963569249814756,1,1,1,1,1,0,0,0,1,0.9441799400620082,1.3100585393051507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2688,1,0,1,0,-1.1150764777436375,1,1,0,1,0,0,0,0,1,0.46638698250494076,-0.8232978449728703,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3885,0,0,0,0,-1.1965919964714178,1,1,0,0,0,0,0,0,1,0.34030272981627036,-0.9112872023342756,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2937,0,0,1,1,1.2896313247258766,1,1,0,1,1,0,0,1,1,0.9342259201129023,1.6302922144692442,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3071,1,0,1,1,0.5967494155397454,1,1,1,1,1,1,1,1,1,0.8562527638449089,0.8978259767246256,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4605,1,0,1,0,1.2488735653619865,1,1,0,1,0,1,0,1,0,0.08481621778922736,0.8607268085231714,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1128,1,0,0,0,-0.21840577173805603,1,0,1,1,1,1,1,1,1,-1.5028499640931108,-0.7714383188765387,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2890,0,1,1,1,0.5967494155397454,1,0,0,0,0,0,0,0,0,0.1943104372293885,0.45320874831504004,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4479,0,0,0,0,1.0858425279064263,1,1,1,1,1,1,1,1,0,-1.335290628283167,-0.3470009230515921,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1593,1,0,1,1,-1.1558342371075276,1,0,1,1,1,1,1,1,0,-1.5210990006664709,-0.9677731092633302,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2603,0,0,0,0,1.615693399636997,1,1,1,1,1,1,1,1,1,1.665846386372162,2.7388391531443967,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3607,0,0,0,0,-0.789014402832517,1,0,1,0,0,1,0,0,0,-0.3166625868246972,-0.677544818357182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
57,1,1,1,1,1.3711468434536567,1,1,0,1,1,1,1,1,1,1.451834957466392,2.113022008786499,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1699,0,0,0,0,0.39296061872029503,1,0,1,1,1,1,1,1,1,-1.4613748809718374,-0.5827260416712811,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1322,0,0,1,0,-0.9112876809241872,1,0,1,1,1,1,1,1,1,-1.4846009275197505,-0.9221481820987155,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
176,0,1,0,0,-0.7074988841047369,1,1,0,0,0,0,0,0,1,0.3237126965677611,-0.5000680374599658,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3182,0,0,1,0,0.5152338968119653,1,0,0,0,0,1,1,1,1,1.0121990763808961,0.8834841961431846,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6116,0,0,0,0,0.6375071749036355,1,1,0,1,1,1,1,0,1,0.30380465666954964,0.5731201334222333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2995,0,0,0,0,-1.2781075151991979,0,0,0,0,0,0,0,0,0,-1.308746575085552,-0.9937469330813313,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6997,0,0,1,0,-0.21840577173805603,1,0,0,1,0,0,0,0,1,0.3784598062878414,-0.08250412172935032,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6155,1,0,1,0,-1.1150764777436375,1,0,1,1,1,1,1,1,0,-1.5045089674179615,-0.9493336770871917,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
292,1,0,1,1,-0.38143680919361633,1,0,0,1,1,1,0,0,0,0.7334865178059401,-0.14974085649825608,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1142,1,1,1,1,-0.8705299215602972,1,1,0,0,0,0,0,0,1,0.348597746440525,-0.6632691289304945,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2328,0,1,1,0,0.10765630317306454,1,1,0,0,1,0,1,1,0,1.2394825318854732,0.5163478314892485,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3728,1,0,0,0,1.4119046028175468,1,1,1,1,1,1,1,1,1,0.7998466507999772,1.5961010570769303,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
183,1,0,1,1,0.026140784445284396,1,0,1,0,1,0,1,1,0,0.3336667165168665,0.07607058890845546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1170,1,0,1,1,1.615693399636997,1,1,1,1,1,1,1,1,1,1.635984326524845,2.561031916473414,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4838,0,0,1,0,1.4119046028175468,1,1,0,1,1,1,1,1,1,1.4933100405876654,2.231148932715356,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5649,0,0,1,0,0.026140784445284396,1,0,1,1,1,1,1,1,0,-1.4812829208700486,-0.7099074538013245,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5332,0,0,0,0,0.5967494155397454,1,0,1,1,0,1,0,0,1,-0.19223733746087765,0.23457920839150803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5931,1,1,1,0,-0.789014402832517,1,0,0,1,1,0,1,1,1,1.105103262572548,-0.45946603805659325,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5737,1,0,1,1,-0.5852256060130667,1,0,1,0,1,1,1,1,0,0.6156972817415243,-0.29498718426083637,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3523,0,0,1,0,1.615693399636997,1,1,1,1,1,1,1,1,0,1.5729422001805096,2.5049866172427144,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1086,0,1,0,0,-0.8705299215602972,1,0,0,0,0,0,1,1,0,0.8297087106472941,-0.5432475918987125,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2781,1,1,0,0,-1.0335609590158574,0,0,0,1,0,1,0,1,1,-0.6733483016676468,-0.8877587512421422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4112,0,0,0,0,1.0858425279064263,1,1,1,1,1,0,0,1,1,1.153214358993225,1.4729732357717489,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1172,0,1,1,1,-0.014616974918605675,1,1,0,1,0,0,1,1,1,1.1847354221653927,0.4128490831457625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2470,0,0,1,0,1.4119046028175468,1,1,1,1,1,1,1,1,1,-1.308746575085552,-0.24123304506158016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3661,0,0,0,0,0.7597804529953057,1,0,0,0,0,0,1,1,0,0.7583715676787041,0.967243719600386,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2166,0,1,1,0,1.0858425279064263,1,1,1,1,1,1,0,0,1,0.9740419999093246,1.4113762795417815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5761,0,0,1,1,0.6375071749036355,0,0,1,1,0,1,0,0,0,-0.8392486341527395,-0.13306385511553595,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2133,0,1,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.1943104372293885,-0.9737874043458697,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7005,1,0,1,0,-0.38143680919361633,1,0,1,1,1,1,1,1,0,-1.5061679707428126,-0.7906488145247974,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4458,1,0,1,1,0.22992958126473476,1,1,0,1,1,0,1,0,1,0.993950039807536,0.5920222036816439,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4731,1,0,1,1,-0.5444678466491766,1,0,1,1,1,1,1,1,0,-1.4862599308446014,-0.8472669037633582,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2589,1,1,0,0,-1.1965919964714178,1,1,0,0,0,0,0,0,1,0.37680080296299057,-0.9027394129861971,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4050,1,1,1,0,1.0450847685425362,1,1,0,1,0,0,1,1,1,1.134965322419865,1.5421486444134145,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2183,1,0,0,0,-1.2373497558353077,1,0,0,0,0,1,0,0,1,-0.480903915984939,-0.9567358864195484,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3114,1,0,0,0,-1.1150764777436375,1,0,0,0,1,1,1,1,0,0.3469387431156742,-0.8318676647058664,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1956,0,0,0,0,1.615693399636997,1,1,1,1,1,0,1,0,1,1.2145974820127092,2.1944903722122566,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
613,0,1,0,0,0.47447613744807515,1,1,1,1,1,0,1,1,1,1.496628047237367,1.1366353492327965,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3528,1,0,0,0,-0.6667411247408468,1,0,1,1,1,1,1,1,1,-1.492895944144005,-0.8540082015481829,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2944,1,0,0,0,-0.8297721621964071,0,0,1,1,0,1,1,0,1,-0.45601886611217507,-0.7379741641865099,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6878,0,0,0,0,-1.0743187183797476,1,0,0,0,0,0,1,1,1,0.8230726973478903,-0.7522718839981154,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3734,0,1,0,0,1.615693399636997,1,1,0,1,1,1,1,1,1,1.4402219341924354,2.4204339999284747,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1430,0,0,0,0,-0.38143680919361633,1,1,1,1,1,1,1,1,0,-1.3236776050092105,-0.7337443302823061,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4815,1,0,0,0,0.22992958126473476,1,0,0,0,0,0,0,0,1,0.19099243057968684,0.13965027978101818,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1876,1,0,1,0,0.5967494155397454,1,1,0,0,0,0,1,1,1,1.0121990763808961,1.0056206501270684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1748,0,0,1,0,0.8820537310869759,1,0,1,1,1,1,1,1,0,-1.4812829208700486,-0.5191463507987182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6347,1,0,1,0,-0.7074988841047369,1,0,0,0,0,0,0,0,1,0.12960930756020222,-0.51641458306892,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
505,0,1,0,0,-0.5037100872852865,1,1,0,1,1,0,0,1,1,0.9757010032341755,-0.21953311591761815,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
415,0,0,1,1,-0.6667411247408468,1,0,0,1,0,0,0,0,0,0.2838966167713387,-0.47801562215732013,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6924,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.15449435743296613,-0.9743161335838953,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
272,1,0,0,0,-1.2781075151991979,0,0,0,0,0,0,0,0,0,-1.3236776050092105,-0.9939452065455908,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2942,1,0,0,0,0.5559916561758553,1,0,1,1,1,1,1,1,0,-1.4846009275197505,-0.6052190646722814,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1706,1,0,0,0,1.4934201215453269,1,1,0,1,1,1,1,0,1,1.0934902392985917,1.9663877667741019,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5901,1,0,1,1,0.6782649342675255,1,1,0,0,0,0,1,0,0,0.6571723648627975,0.8698473878791111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4557,1,0,0,0,0.8412959717230858,0,0,0,0,1,1,1,1,0,-0.3249576034489519,0.3371086197986138,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2807,1,0,0,1,-1.0335609590158574,1,0,1,1,1,1,1,1,0,-1.5011909607682596,-0.9446191747147981,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6142,0,0,1,0,0.39296061872029503,1,1,0,0,0,0,0,0,1,-0.4792449126600881,-0.03392712298576021,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5887,1,0,0,1,-0.6259833653769568,1,0,1,0,0,0,0,0,1,-0.4775859093352373,-0.6317656784981435,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2441,0,1,0,0,-1.2373497558353077,1,0,0,0,0,0,1,0,0,0.5576321653717419,-0.9332514960972503,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
106,0,0,1,1,1.615693399636997,1,1,1,1,0,0,1,1,1,1.3091606715292123,2.2129077740034777,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1344,0,0,1,0,-0.17764801237416597,1,0,1,1,1,1,1,1,0,-1.4663518909463902,-0.7567881129062496,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6811,1,0,1,0,-1.2781075151991979,0,0,0,0,1,0,1,1,1,-0.47592690601038623,-0.982687679852632,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4651,0,0,0,0,-0.7074988841047369,1,0,1,0,0,0,1,0,0,0.7135784779077291,-0.44521237901482325,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6722,0,1,1,0,1.4119046028175468,1,1,1,0,1,0,1,1,1,1.405382864370566,2.1421682080326527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3349,0,0,1,0,-0.8705299215602972,1,1,0,0,1,0,1,1,1,1.1548733623180758,-0.5391719706889329,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2182,1,0,1,1,0.963569249814756,1,1,0,0,1,1,1,1,1,1.2776396083570447,1.5831471907453063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
952,1,0,0,0,-0.42219456855750637,1,0,1,0,0,1,0,0,0,-0.3183215901495481,-0.45272474027176846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5833,1,1,1,0,-0.5444678466491766,0,0,0,1,1,0,0,0,1,-1.0084669732875342,-0.7505755443594503,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2586,0,0,1,1,0.47447613744807515,1,0,1,1,1,1,1,1,0,-1.496213950793707,-0.6610881208236393,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2417,1,0,0,0,-0.9112876809241872,0,0,0,1,0,1,0,0,0,-0.9603558768668572,-0.833123396646177,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1504,0,0,0,0,-0.5852256060130667,1,0,0,0,0,0,0,0,1,0.21255947380274862,-0.45510402184288307,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4927,1,0,1,0,-0.09613249364638582,1,0,1,1,1,1,1,1,0,-1.5144629873670672,-0.723962839378835,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
